step	depth	row	col	cands	cs	val
3333	16	2	3	2	53	5
3334	17	2	5	1	46	9
3335	18	8	6	1	27	9
3336	19	4	5	2	48	1
3337	20	5	6	1	47	3
3338	21	7	2	2	66	9
3339	22	3	2	1	49	3
3340	23	3	3	1	32	7
3341	24	7	1	2	65	8
3342	25	8	2	1	80	1
3343	24	7	8	1	53	8
3344	25	4	7	1	28	8
3345	26	9	3	2	74	8
3346	27	9	6	1	57	1
3347	26	9	4	1	72	8
3348	27	9	6	1	58	1
3349	30	3	5	1	29	5
3350	31	9	2	2	99	2
3351	32	8	2	1	81	1
3352	31	9	2	1	99	4
3353	32	8	2	1	82	1
3354	21	7	1	1	65	9
3355	22	9	3	2	74	8
3356	23	9	4	2	72	6
3357	24	3	6	1	48	8
3358	29	3	5	1	29	5
3359	32	5	5	1	52	6
3360	35	9	7	1	53	2
3361	23	9	4	1	72	7
3362	24	3	6	1	48	8
3363	28	3	5	1	29	5
3364	29	9	7	2	54	1
3365	30	8	3	1	40	1
3366	29	9	7	1	54	2
3367	30	9	5	1	59	4
3368	35	1	4	1	31	2
3369	22	8	3	1	41	8
3370	23	4	7	1	28	8
3371	24	8	2	2	83	1
3372	25	7	8	1	53	8
3373	27	9	6	1	58	1
3374	29	3	6	1	48	8
3375	31	9	2	2	99	2
3376	32	8	1	1	81	7
3377	31	5	2	1	46	2
3378	32	9	5	1	59	2
3379	24	5	2	1	46	1
3380	25	3	6	1	48	8
3381	27	9	6	1	58	1
3382	30	6	7	1	47	1
3383	33	9	1	1	91	5
3384	19	4	5	1	48	3
3385	20	5	6	1	47	1
3386	24	9	4	2	72	6
3387	25	9	5	1	60	1
3388	26	8	2	1	83	1
3389	27	7	8	1	53	8
3390	28	8	9	1	42	2
3391	24	9	4	1	72	8
3392	25	3	6	1	48	8
3393	27	7	8	1	53	8
3394	30	8	8	1	44	4
3395	33	9	3	1	74	7
3396	16	2	3	1	53	7
3397	17	2	5	1	46	9
3398	18	8	6	1	27	9
3399	19	7	2	2	66	9
3400	20	7	1	2	65	8
3401	21	5	1	1	44	9
3402	20	7	8	1	53	8
3403	21	4	7	1	28	8
3404	22	8	9	2	43	1
3405	23	8	8	1	44	4
3406	25	7	1	1	65	7
3407	26	3	6	1	48	8
3408	28	3	5	1	29	7
3409	22	8	9	1	43	2
3410	23	9	2	2	99	2
3411	24	3	6	1	48	8
3412	25	3	5	1	30	7
3413	27	8	1	2	82	3
3414	28	7	1	1	65	5
3415	27	8	1	1	82	5
3416	28	7	1	1	66	7
3417	23	5	2	1	46	2
3418	24	3	6	1	48	8
3419	28	7	6	1	48	6
3420	32	7	1	1	67	7
3421	36	8	3	1	41	8
3422	19	7	1	1	67	9
3423	20	9	3	2	75	8
3424	21	9	4	2	72	6
3425	22	3	6	1	48	8
3426	26	3	5	1	30	7
3427	27	9	2	2	99	2
3428	27	5	2	1	46	2
3429	28	8	2	1	83	1
3430	30	8	4	1	30	7
3431	21	9	4	1	72	7
3432	22	3	6	1	48	8
3433	23	3	5	1	30	7
3434	24	9	1	2	92	6
3435	25	5	2	1	46	1
3436	30	5	9	1	28	9
3437	37	5	3	1	44	6
3438	24	9	8	1	39	6
3439	25	9	9	1	47	9
3440	27	5	2	1	46	1
3441	20	8	3	1	42	8
3442	21	4	7	1	28	8
3443	22	8	2	2	83	1
3444	23	8	9	1	43	2
3445	26	9	1	2	92	3
3446	26	9	1	1	93	5
3447	27	3	6	1	48	8
3448	29	9	2	1	100	2
3449	32	3	3	1	32	5
3450	33	7	2	1	66	4
3451	38	7	5	1	59	2
3452	22	5	2	1	47	1
3453	23	3	6	1	48	8
3454	26	3	5	1	30	7
3455	28	8	1	1	82	7
3456	32	7	8	1	53	8
3457	1	3	8	3	41	1
3458	2	2	9	2	41	2
3459	3	2	8	1	41	3
3460	4	3	7	1	42	9
3461	5	1	8	2	42	4
3462	6	2	7	1	42	5
3463	7	2	1	4	60	1
3464	8	1	3	2	64	6
3465	9	1	1	1	53	2
3466	11	1	2	1	59	9
3467	13	2	3	1	53	7
3468	14	2	5	1	46	9
3469	15	8	6	1	27	9
3470	16	9	3	1	75	9
3471	17	9	2	2	100	1
3472	17	5	2	1	47	1
3473	18	9	2	2	101	2
3474	19	1	5	2	45	1
3475	20	3	4	1	45	2
3476	24	3	5	1	30	4
3477	19	1	5	1	45	3
3478	20	2	6	1	32	8
3479	22	9	4	2	72	7
3480	23	7	2	1	66	8
3481	22	9	4	1	72	8
3482	23	9	5	2	60	1
3483	24	4	5	1	48	2
3484	29	9	6	1	58	4
3485	23	9	5	1	60	4
3486	24	8	8	1	44	2
3487	25	7	3	1	70	1
3488	27	3	6	1	48	7
3489	18	9	2	1	101	3
3490	19	8	1	1	82	4
3491	8	1	3	1	64	9
3492	9	7	1	2	67	9
3493	10	6	2	2	58	9
3494	11	7	2	2	67	8
3495	12	8	2	2	83	1
3496	13	2	3	2	53	8
3497	14	2	2	2	67	7
3498	15	1	1	1	53	2
3499	17	3	1	1	52	5
3500	20	8	6	1	27	9
3501	22	3	6	1	49	8
3502	24	4	3	2	51	1
3503	25	9	2	2	101	2
3504	26	8	1	1	83	7
3505	27	6	3	1	44	7
3506	25	5	2	1	47	2
3507	26	9	2	2	101	3
3508	27	3	3	1	32	3
3509	31	6	3	1	45	4
3510	26	9	2	1	101	5
3511	27	3	3	1	32	4
3512	31	9	3	1	75	7
3513	33	6	3	1	46	5
3514	37	5	1	1	45	8
3515	24	4	3	1	51	2
3516	14	3	3	1	32	7
3517	15	2	2	2	67	4
3518	16	1	2	1	59	6
3519	15	2	2	1	67	6
3520	16	1	1	1	53	3
3521	17	3	1	1	52	4
3522	21	4	4	1	27	9
3523	27	8	1	1	83	2
3524	29	3	4	1	45	3
3525	13	3	3	1	32	8
3526	14	2	3	2	53	6
3527	15	2	2	1	67	7
3528	18	1	2	1	60	5
3529	14	2	3	1	53	7
3530	15	2	2	2	67	4
3531	15	2	2	1	68	6
3532	16	1	1	1	53	3
3533	19	3	1	1	52	4
3534	12	5	2	1	47	1
3535	13	8	3	1	42	1
3536	14	2	3	2	53	8
3537	15	2	2	2	68	7
3538	16	1	1	1	53	2
3539	18	3	4	1	46	2
3540	25	8	1	1	83	7
3541	15	3	3	1	32	7
3542	16	9	3	2	75	5
3543	17	9	1	2	93	2
3544	17	9	1	1	94	3
3545	18	3	2	1	49	3
3546	16	9	3	1	75	6
3547	17	9	1	2	94	2
3548	17	9	1	1	95	4
3549	18	7	4	1	60	6
3550	14	3	3	1	32	8
3551	15	2	3	2	53	6
3552	16	2	2	1	68	7
3553	19	1	2	1	61	5
3554	15	2	3	1	53	7
3555	16	9	3	2	75	5
3556	17	9	1	2	95	2
3557	17	9	1	1	96	3
3558	18	1	2	1	62	6
3559	16	9	3	1	75	6
3560	17	9	1	2	96	2
3561	17	9	1	1	97	4
3562	18	7	3	1	70	3
3563	11	4	2	1	44	8
3564	12	8	1	1	84	8
3565	13	1	7	1	27	8
3566	10	4	2	1	44	9
3567	11	9	9	2	47	9
3568	12	5	8	1	43	9
3569	13	9	4	3	72	6
3570	14	9	3	2	75	8
3571	15	9	2	1	101	4
3572	18	4	3	1	52	1
3573	21	8	7	1	44	6
3574	25	7	2	1	67	6
3575	14	9	8	1	39	8
3576	15	7	2	1	68	8
3577	16	9	2	2	101	3
3578	16	9	2	1	102	7
3579	17	8	1	1	84	2
3580	18	4	3	1	52	4
3581	13	9	4	2	72	7
3582	14	9	3	2	75	8
3583	15	3	2	1	50	8
3584	14	9	8	1	39	8
3585	15	7	2	1	68	8
3586	16	9	2	2	102	6
3587	17	8	1	1	84	3
3588	21	8	2	1	83	1
3589	16	9	3	1	75	6
3590	17	9	2	2	102	2
3591	18	8	2	1	84	1
3592	17	9	2	1	102	5
3593	18	8	1	1	84	4
3594	13	9	4	1	72	8
3595	14	5	5	2	52	8
3596	15	2	3	2	53	8
3597	16	3	6	1	49	8
3598	17	8	1	2	85	8
3599	18	9	2	1	102	1
3600	20	9	5	2	60	2
3601	21	9	6	1	59	3
3602	20	9	5	1	60	3
3603	17	8	7	1	44	8
3604	18	7	2	1	68	8
3605	21	8	9	2	43	1
3606	22	8	8	1	44	7
3607	23	7	3	1	71	1
3608	21	8	9	1	43	3
3609	22	8	8	1	44	5
3610	23	7	7	2	51	1
3611	24	6	8	1	45	8
3612	25	4	1	1	28	8
3613	26	8	2	2	85	1
3614	27	6	2	2	58	5
3615	28	7	3	2	72	2
3616	28	7	3	1	73	3
3617	29	7	4	1	61	2
3618	31	8	3	1	42	4
3619	27	6	2	1	58	7
3620	28	3	3	1	32	7
3621	26	5	2	1	47	1
3622	27	8	3	1	43	1
3623	28	8	2	2	85	2
3624	29	9	2	2	102	3
3625	30	8	1	1	85	6
3626	29	9	2	1	102	5
3627	28	8	2	1	85	4
3628	29	9	7	1	54	4
3629	23	7	7	1	51	2
3630	15	2	6	1	32	8
3631	16	8	6	1	27	9
3632	19	2	3	2	53	6
3633	20	2	2	2	68	4
3634	21	3	1	1	53	2
3635	26	5	6	1	47	2
3636	29	5	7	1	53	1
3637	20	2	2	1	68	7
3638	21	2	4	1	44	4
3639	19	2	3	1	53	7
3640	20	2	2	2	68	4
3641	21	2	4	1	45	6
3642	20	2	2	1	68	6
3643	21	2	4	1	46	4
3644	14	6	5	1	30	8
3645	15	6	4	1	29	9
3646	16	7	2	2	68	8
3647	17	4	8	1	33	8
3648	19	5	1	1	46	8
3649	22	8	9	2	43	1
3650	23	8	8	1	44	7
3651	22	8	9	1	43	3
3652	23	8	8	1	45	5
3653	16	3	2	1	51	8
3654	17	4	3	1	53	1
3655	22	8	2	1	85	1
3656	23	8	8	1	46	2
3657	24	2	3	2	53	6
3658	25	5	6	2	47	1
3659	26	1	6	1	29	6
3660	28	1	2	1	63	3
3661	29	3	1	1	53	2
3662	30	1	5	1	45	2
3663	25	5	6	1	47	2
3664	24	2	3	1	53	7
3665	25	9	8	1	39	7
3666	26	8	7	1	44	6
3667	29	9	1	1	97	5
3668	11	9	8	1	39	9
3669	12	5	5	2	52	9
3670	13	2	6	1	32	9
3671	16	2	2	2	68	4
3672	17	1	1	1	53	5
3673	18	3	1	1	53	2
3674	20	2	5	1	46	8
3675	24	4	5	1	48	2
3676	27	9	7	1	55	1
3677	16	2	4	1	47	4
3678	17	2	3	1	53	8
3679	18	2	2	2	68	6
3680	19	2	5	1	46	7
3681	18	2	2	1	68	7
3682	19	2	5	1	47	6
3683	12	5	9	1	28	9
3684	13	2	5	2	48	9
3685	14	8	6	1	27	9
3686	16	9	4	3	72	6
3687	17	9	3	2	75	8
3688	18	3	2	1	51	8
3689	19	2	6	1	32	8
3690	21	8	2	1	85	1
3691	24	9	1	1	98	7
3692	26	6	2	1	58	7
3693	28	7	2	1	68	6
3694	17	9	9	1	47	8
3695	18	7	2	1	69	8
3696	21	9	2	2	103	3
3697	21	9	2	1	104	7
3698	22	8	1	1	86	2
3699	23	9	1	1	98	4
3700	16	9	4	2	72	7
3701	17	9	3	2	75	8
3702	18	3	2	1	51	8
3703	17	9	9	1	47	8
3704	18	1	9	1	27	7
3705	21	9	2	2	104	6
3706	22	8	1	1	86	3
3707	27	9	1	1	99	4
3708	21	9	3	1	75	6
3709	22	7	8	1	54	7
3710	23	9	2	2	104	2
3711	24	8	1	1	86	7
3712	23	9	2	1	104	5
3713	24	8	1	1	87	4
3714	16	9	4	1	72	8
3715	17	2	3	2	53	8
3716	18	3	6	1	49	8
3717	19	9	1	2	100	6
3718	20	9	3	1	75	7
3719	22	9	2	2	104	4
3720	23	8	1	1	88	5
3721	22	9	2	1	104	5
3722	23	8	1	1	89	4
3723	26	5	2	1	47	2
3724	33	3	3	1	33	4
3725	41	4	3	1	53	6
3726	19	9	3	1	75	6
3727	20	9	2	2	104	7
3728	21	8	1	1	89	2
3729	20	9	9	1	47	7
3730	21	1	9	1	27	8
3731	23	8	1	2	90	8
3732	24	6	2	1	58	8
3733	28	5	5	1	52	8
3734	29	9	1	2	100	2
3735	29	9	1	1	101	4
3736	23	7	2	1	69	8
3737	24	8	7	1	44	8
3738	25	5	5	1	52	8
3739	30	7	8	1	54	6
3740	17	2	6	1	32	8
3741	18	2	3	2	53	6
3742	19	2	2	2	68	4
3743	20	1	1	1	53	5
3744	25	3	4	1	46	3
3745	28	4	3	1	54	2
3746	31	8	1	1	90	8
3747	19	2	2	1	68	7
3748	20	1	1	1	53	2
3749	18	2	3	1	53	7
3750	19	9	3	1	75	6
3751	20	9	2	2	104	7
3752	21	8	1	1	91	2
3753	22	3	3	1	33	2
3754	20	9	9	1	47	7
3755	21	1	9	1	27	8
3756	23	8	1	2	91	7
3757	24	9	2	1	104	2
3758	25	8	2	1	85	1
3759	27	2	2	1	68	6
3760	29	1	5	1	46	5
3761	23	7	2	1	69	7
3762	24	4	7	1	28	8
3763	26	8	1	2	91	8
3764	27	3	3	1	34	8
3765	32	3	1	1	53	2
3766	26	8	3	1	43	8
3767	27	8	7	1	44	6
3768	31	1	5	1	47	5
3769	13	2	6	1	32	9
3770	14	2	2	2	68	4
3771	15	1	1	1	54	5
3772	16	3	1	1	54	2
3773	18	2	3	1	53	6
3774	22	4	5	1	48	2
3775	26	9	7	1	56	1
3776	14	2	4	1	47	4
3777	15	2	3	1	53	8
3778	16	2	2	2	68	6
3779	17	1	1	1	54	3
3780	16	2	2	1	68	7
3781	17	1	1	1	55	2
3782	9	7	2	1	69	9
3783	10	2	3	2	53	8
3784	11	2	2	2	68	6
3785	12	1	1	1	56	3
3786	14	2	5	1	48	9
3787	17	1	5	1	48	2
3788	21	3	6	1	49	8
3789	22	9	2	3	104	1
3790	22	9	2	2	105	2
3791	23	3	2	1	52	7
3792	22	9	2	1	105	3
3793	23	8	1	1	91	5
3794	24	4	3	1	54	1
3795	11	1	2	1	63	6
3796	12	7	1	1	67	8
3797	14	2	2	1	68	7
3798	16	2	5	1	48	9
3799	18	8	6	1	27	9
3800	19	3	6	1	49	8
3801	21	9	2	3	105	1
3802	21	9	2	2	106	2
3803	22	8	1	1	91	6
3804	23	9	1	2	102	3
3805	24	4	2	1	44	5
3806	25	6	2	1	58	8
3807	26	4	3	1	55	2
3808	27	3	2	1	53	3
3809	28	8	2	1	85	4
3810	32	7	3	2	73	1
3811	32	7	3	1	74	5
3812	33	6	6	1	49	7
3813	23	9	1	1	102	4
3814	24	8	2	2	85	1
3815	25	3	2	1	53	3
3816	29	8	4	1	31	7
3817	24	8	2	1	85	3
3818	21	9	2	1	106	5
3819	22	8	1	1	91	3
3820	23	8	2	2	86	1
3821	24	9	1	1	102	6
3822	23	8	2	1	86	2
3823	10	3	3	1	34	8
3824	11	2	3	2	53	6
3825	12	2	2	2	68	4
3826	13	3	1	1	54	2
3827	20	3	4	1	46	3
3828	23	4	6	1	45	3
3829	27	6	3	1	46	2
3830	30	5	4	1	42	7
3831	12	2	2	1	68	7
3832	13	7	1	1	67	8
3833	16	1	2	1	63	5
3834	11	2	3	1	53	7
3835	12	2	2	2	68	4
3836	12	2	2	1	69	6
3837	13	7	1	1	67	8
3838	17	8	6	1	27	9
3839	7	1	1	4	56	1
3840	8	2	2	2	69	4
3841	9	1	3	1	64	5
3842	11	2	1	1	60	6
3843	12	3	1	1	54	3
3844	13	2	4	2	47	1
3845	14	2	5	1	48	7
3846	17	2	3	1	53	8
3847	18	3	2	2	53	2
3848	19	3	3	1	34	7
3849	20	9	3	2	75	9
3850	21	8	2	3	87	1
3851	22	9	1	1	103	8
3852	23	9	2	2	106	3
3853	24	8	8	1	46	2
3854	23	9	2	1	106	5
3855	24	7	1	1	67	7
3856	26	8	7	1	44	8
3857	29	9	9	1	47	4
3858	33	7	2	1	69	3
3859	21	8	2	2	87	5
3860	22	9	1	1	103	4
3861	23	7	1	1	67	8
3862	24	9	2	2	106	1
3863	24	9	2	1	107	6
3864	25	8	1	1	91	2
3865	30	7	3	1	74	1
3866	21	8	2	1	87	7
3867	22	9	1	1	103	2
3868	23	9	2	2	107	1
3869	23	9	2	1	108	3
3870	24	7	1	1	67	8
3871	28	7	2	1	70	6
3872	31	6	2	1	58	8
3873	20	8	3	1	43	9
3874	21	9	4	1	72	9
3875	22	9	3	2	75	3
3876	23	9	1	1	103	2
3877	22	9	3	1	75	6
3878	23	9	1	1	104	5
3879	25	8	1	1	91	4
3880	18	3	2	1	53	7
3881	19	3	3	1	34	2
3882	22	7	3	2	75	3
3883	23	6	2	1	59	5
3884	22	7	3	1	75	4
3885	23	6	2	1	60	6
3886	13	2	4	1	47	7
3887	14	2	5	1	48	9
3888	19	9	3	1	75	9
3889	21	3	2	1	53	2
3890	22	3	3	1	34	7
3891	23	7	4	2	61	1
3892	24	8	2	3	87	1
3893	25	9	1	1	104	8
3894	26	9	6	1	60	2
3895	24	8	2	2	87	5
3896	25	9	1	1	104	4
3897	26	8	8	1	47	2
3898	29	9	4	1	72	6
3899	24	8	2	1	87	7
3900	25	9	1	1	104	2
3901	27	3	6	1	49	8
3902	23	8	4	1	32	1
3903	24	9	1	2	104	2
3904	25	8	2	1	87	7
3905	24	9	1	1	104	4
3906	25	8	2	1	88	5
3907	27	8	8	1	47	2
3908	31	9	4	1	73	6
3909	8	2	2	1	69	8
3910	9	1	3	1	64	9
3911	10	1	2	1	64	6
3912	15	4	5	2	48	1
3913	16	5	6	1	48	2
3914	17	1	4	1	32	2
3915	18	2	4	2	47	1
3916	19	1	5	1	48	5
3917	23	9	2	2	108	2
3918	24	9	6	2	61	1
3919	25	9	4	1	74	8
3920	26	3	6	1	50	8
3921	27	3	5	1	31	7
3922	28	8	2	2	88	1
3923	29	8	3	1	43	8
3924	30	8	8	1	47	2
3925	31	8	7	1	44	6
3926	34	9	7	1	57	3
3927	37	9	1	1	104	5
3928	28	8	2	1	88	3
3929	24	9	6	1	61	4
3930	25	9	4	1	74	8
3931	29	8	3	1	43	8
3932	23	8	2	1	89	2
3933	24	9	1	2	105	3
3934	25	9	3	1	75	5
3935	26	9	2	1	108	1
3936	24	9	1	1	105	6
3937	25	9	3	1	75	8
3938	26	9	2	1	109	4
3939	18	2	4	1	47	6
3940	19	1	5	1	48	3
3941	24	9	4	2	74	7
3942	25	3	6	1	50	8
3943	24	9	4	1	74	8
3944	25	3	6	1	51	8
3945	28	9	3	1	75	6
3946	15	4	5	1	48	2
3947	16	5	6	1	48	1
3948	17	2	4	1	47	1
3949	18	1	5	1	48	5
3950	21	9	2	2	110	1
3951	21	8	2	1	89	1
3952	22	9	2	2	111	2
3953	23	9	3	2	76	8
3954	24	9	1	1	105	7
3955	23	8	3	1	44	8
3956	24	9	4	1	74	8
3957	26	8	9	1	43	4
3958	28	9	3	1	76	6
3959	29	9	1	1	106	5
3960	30	8	1	1	92	7
3961	22	5	2	1	47	2
3962	23	9	2	2	111	3
3963	24	8	1	1	93	6
3964	31	8	8	1	47	2
3965	23	9	2	1	111	4
3966	24	3	2	1	53	3
3967	27	4	2	1	44	7
3968	7	2	1	3	60	4
3969	8	2	2	1	69	1
3970	9	1	3	2	64	3
3971	10	1	1	1	56	2
3972	11	1	2	1	64	9
3973	14	2	3	1	53	6
3974	19	7	1	1	67	8
3975	20	9	1	1	106	1
3976	22	9	2	1	111	5
3977	9	1	3	1	64	6
3978	10	1	1	1	56	5
3979	7	2	1	2	60	6
3980	8	2	2	1	69	1
3981	7	2	1	1	60	7
3982	8	2	2	1	70	1
3983	11	1	3	1	64	6
3984	15	4	5	2	48	1
3985	16	5	6	1	48	2
3986	17	9	2	2	112	2
3987	18	9	3	2	76	9
3988	19	7	3	2	75	7
3989	20	6	2	1	61	8
3990	22	7	1	1	67	8
3991	19	8	3	1	44	7
3992	20	8	1	3	93	1
3993	21	7	1	1	68	3
3994	22	9	1	1	106	4
3995	20	8	1	2	93	4
3996	21	7	1	1	68	6
3997	22	9	1	1	107	1
3998	20	8	1	1	93	6
3999	21	7	1	1	68	8
4000	22	9	1	1	108	4
4001	18	8	3	1	44	9
4002	19	9	4	1	74	9
4003	21	9	9	1	47	8
4004	26	9	3	1	76	7
4005	30	7	4	1	61	2
4006	33	7	8	1	55	9
4007	38	7	3	1	75	5
4008	17	8	2	1	89	2
4009	18	8	3	1	44	9
4010	20	2	6	1	32	9
4011	15	4	5	1	48	2
4012	16	5	6	1	48	1
4013	20	2	6	1	33	4
4014	24	9	3	1	76	9
4015	25	9	5	2	61	1
4016	26	9	4	1	74	8
4017	28	8	7	1	44	8
4018	25	9	5	1	61	4
4019	26	9	4	1	74	8
4020	29	3	6	1	51	8
4021	5	1	8	1	42	5
4022	6	2	7	1	42	4
4023	7	2	1	4	60	1
4024	8	1	3	1	64	9
4025	9	7	2	2	70	9
4026	10	2	3	2	53	8
4027	11	7	1	1	68	8
4028	12	2	2	2	70	6
4029	13	1	1	1	57	3
4030	12	1	2	1	64	6
4031	13	3	1	1	54	5
4032	14	2	2	1	70	7
4033	16	3	4	1	46	2
4034	17	9	2	3	112	1
4035	17	9	2	2	113	2
4036	18	8	1	1	93	6
4037	19	9	1	2	109	3
4038	20	4	2	1	45	5
4039	21	6	2	1	61	8
4040	22	8	2	2	89	1
4041	23	9	3	1	76	4
4042	27	9	6	1	61	1
4043	22	8	2	1	89	4
4044	23	9	3	1	76	7
4045	28	7	3	2	76	1
4046	29	8	3	1	44	5
4047	28	7	3	1	76	5
4048	29	8	3	1	45	1
4049	32	5	4	1	43	6
4050	19	9	1	1	109	4
4051	20	8	2	2	89	1
4052	21	9	3	1	76	5
4053	25	5	4	1	44	3
4054	20	8	2	1	89	3
4055	21	9	3	1	76	7
4056	28	7	3	1	76	1
4057	30	8	3	1	45	5
4058	17	9	2	1	113	5
4059	18	8	1	1	93	3
4060	19	8	2	2	89	1
4061	20	9	1	1	109	6
4062	19	8	2	1	89	2
4063	20	9	1	1	110	4
4064	10	3	3	1	34	8
4065	11	7	1	1	68	8
4066	12	2	5	2	48	9
4067	13	8	6	1	28	9
4068	14	2	6	1	33	8
4069	15	3	6	2	52	7
4070	16	2	2	2	70	7
4071	17	1	1	1	58	2
4072	18	1	2	2	64	6
4073	18	2	3	1	53	6
4074	19	1	2	1	65	4
4075	16	2	3	1	53	7
4076	17	9	2	1	113	1
4077	15	6	6	1	50	7
4078	16	7	5	1	60	1
4079	18	9	4	2	74	8
4080	18	8	4	1	32	8
4081	19	9	4	2	75	6
4082	20	3	2	1	53	7
4083	19	9	4	1	75	7
4084	20	3	5	1	31	7
4085	21	9	7	2	57	1
4086	22	8	3	1	46	7
4087	24	8	2	1	89	1
4088	26	1	1	1	58	2
4089	27	3	4	1	46	2
4090	21	9	7	1	57	2
4091	12	2	6	1	33	9
4092	13	6	6	2	50	8
4093	14	7	5	1	60	1
4094	16	2	5	1	48	8
4095	13	8	6	1	28	8
4096	14	2	5	1	49	8
4097	15	3	6	2	52	7
4098	16	2	2	2	70	7
4099	17	1	1	1	58	2
4100	18	1	5	1	48	3
4101	20	3	4	1	47	2
4102	26	3	5	1	31	4
4103	30	8	4	1	32	3
4104	33	8	5	1	27	9
4105	36	8	1	1	93	5
4106	16	2	3	1	53	7
4107	17	8	1	1	94	7
4108	18	9	2	1	114	1
4109	15	6	6	1	50	7
4110	16	5	5	1	52	9
4111	18	8	4	1	32	9
4112	19	1	5	2	48	1
4113	20	2	4	1	47	7
4114	21	2	2	1	70	5
4115	19	1	5	1	48	3
4116	20	2	4	1	47	5
4117	25	8	5	1	27	6
4118	9	7	1	1	68	9
4119	10	6	2	2	61	9
4120	11	7	2	2	70	8
4121	12	8	2	2	89	1
4122	13	2	3	2	53	8
4123	14	2	2	2	71	6
4124	15	1	1	1	58	3
4125	14	1	2	1	66	6
4126	15	3	1	1	54	5
4127	16	2	2	1	71	7
4128	18	3	4	1	47	2
4129	19	4	3	2	55	1
4130	20	9	2	2	115	2
4131	21	8	1	1	94	7
4132	22	6	3	1	46	7
4133	25	5	2	1	47	4
4134	20	5	2	1	48	2
4135	21	9	2	2	115	3
4136	22	8	1	1	94	6
4137	26	5	1	1	46	8
4138	21	9	2	1	115	5
4139	22	8	1	1	94	4
4140	26	9	1	1	111	6
4141	19	4	3	1	55	2
4142	20	5	2	1	48	4
4143	13	3	3	1	34	8
4144	14	2	2	2	71	7
4145	15	1	1	1	59	2
4146	16	1	2	2	66	4
4147	17	3	1	1	54	3
4148	20	3	2	1	54	5
4149	23	4	5	1	48	3
4150	16	1	2	1	66	6
4151	14	2	3	1	53	7
4152	15	2	2	2	71	5
4153	15	2	2	1	72	6
4154	16	1	1	1	59	3
4155	12	8	3	1	46	1
4156	13	5	2	1	49	1
4157	14	2	3	2	53	8
4158	15	2	2	2	72	7
4159	16	1	1	1	60	2
4160	18	3	4	1	47	2
4161	24	9	1	1	112	3
4162	15	3	3	1	34	7
4163	16	9	3	2	76	5
4164	17	9	1	2	113	2
4165	17	9	1	1	114	3
4166	18	3	2	1	54	3
4167	16	9	3	1	76	6
4168	17	9	4	1	75	7
4169	18	4	2	1	45	7
4170	14	3	3	1	34	8
4171	15	2	2	2	72	7
4172	16	1	1	1	60	2
4173	17	8	2	2	89	2
4174	18	8	8	1	48	4
4175	21	1	7	1	28	8
4176	17	8	2	1	89	3
4177	18	8	8	1	48	2
4178	15	2	3	1	53	7
4179	16	9	2	2	115	7
4180	17	8	1	1	94	2
4181	16	8	1	1	95	7
4182	17	9	2	1	115	2
4183	11	4	2	1	46	8
4184	12	8	1	1	95	8
4185	13	9	2	1	116	1
4186	10	4	2	1	46	9
4187	11	2	5	2	49	9
4188	12	8	6	1	28	9
4189	14	2	3	2	53	8
4190	15	3	6	1	52	8
4191	16	8	1	2	95	8
4192	17	9	4	1	75	8
4193	20	5	5	1	52	8
4194	21	9	6	2	62	2
4195	22	9	7	1	58	3
4196	21	9	6	1	62	3
4197	16	7	2	1	70	8
4198	17	2	2	2	72	6
4199	18	1	1	1	60	3
4200	17	1	2	1	67	6
4201	18	3	1	1	54	5
4202	19	1	1	1	61	2
4203	21	3	4	1	47	2
4204	23	8	2	2	89	1
4205	24	5	3	1	45	1
4206	25	7	4	2	61	1
4207	25	7	4	1	62	3
4208	26	6	2	1	61	5
4209	23	5	2	1	49	1
4210	24	9	2	2	117	2
4211	25	6	2	1	62	5
4212	24	8	2	1	89	2
4213	25	9	2	2	117	3
4214	25	9	2	1	118	5
4215	26	6	6	1	50	7
4216	14	2	6	1	33	8
4217	15	3	2	2	55	8
4218	16	4	3	1	55	1
4219	17	9	3	2	76	8
4220	18	8	2	1	89	1
4221	19	9	1	1	114	7
4222	20	6	2	1	63	7
4223	22	5	2	1	49	2
4224	24	3	1	1	54	2
4225	17	8	3	1	46	8
4226	18	8	2	1	89	1
4227	20	9	2	2	118	2
4228	21	8	1	1	95	7
4229	22	8	8	1	49	2
4230	24	9	7	2	59	1
4231	25	3	6	1	52	7
4232	24	9	7	1	59	3
4233	25	8	7	1	45	6
4234	27	9	3	1	76	6
4235	29	9	1	1	114	5
4236	20	5	2	1	49	2
4237	21	5	6	2	48	1
4238	22	1	4	1	32	1
4239	23	7	2	2	70	6
4240	24	3	3	1	34	7
4241	23	7	2	1	70	7
4242	24	2	2	2	72	5
4243	25	6	2	1	63	6
4244	24	2	2	1	72	6
4245	25	6	2	1	64	5
4246	21	5	6	1	48	3
4247	22	2	3	1	53	7
4248	15	3	3	1	35	8
4249	16	8	1	2	95	8
4250	17	9	4	1	75	8
4251	20	5	5	1	52	8
4252	21	9	6	2	63	2
4253	22	9	7	1	59	3
4254	21	9	6	1	63	3
4255	16	7	2	1	70	8
4256	17	3	6	2	53	7
4257	18	2	2	2	72	7
4258	19	1	1	1	61	2
4259	20	8	2	2	89	1
4260	21	1	2	2	67	4
4261	21	1	2	1	68	6
4262	20	5	2	1	49	1
4263	21	8	2	2	89	2
4264	22	9	2	3	118	3
