step	depth	row	col	cands	cs	val
13037	24	1	2	1	198	6
13038	23	6	7	2	60	1
13039	24	6	5	1	43	8
13040	26	6	8	1	47	2
13041	23	6	7	1	60	2
13042	24	7	8	1	78	5
13043	25	5	8	1	53	7
13044	26	9	8	1	47	2
13045	28	3	2	2	135	3
13046	29	5	3	1	102	2
13047	31	4	3	1	122	5
13048	33	1	1	1	149	8
13049	28	3	2	1	135	6
13050	29	5	3	1	102	5
13051	13	7	5	1	93	8
13052	14	5	5	1	71	9
13053	16	4	8	1	41	9
13054	9	8	3	1	86	7
13055	10	7	2	1	109	3
13056	11	6	3	1	89	2
13057	13	5	3	1	103	3
13058	8	8	3	1	86	1
13059	9	7	3	2	114	3
13060	10	7	2	1	109	7
13061	11	4	2	2	111	9
13062	12	5	8	1	53	9
13063	13	6	5	1	43	9
13064	14	3	2	2	135	3
13065	15	4	3	1	122	6
13066	16	5	2	2	94	1
13067	17	1	2	2	199	8
13068	18	6	2	1	108	5
13069	17	2	2	1	156	8
13070	18	6	2	1	109	5
13071	23	3	9	1	58	9
13072	25	3	4	2	65	1
13073	26	9	7	3	138	1
13074	27	7	6	2	97	1
13075	28	4	5	1	66	1
13076	29	6	4	1	33	6
13077	30	5	3	2	104	2
13078	31	6	3	1	89	4
13079	30	5	3	1	104	7
13080	27	7	5	1	93	1
13081	28	2	3	1	81	7
13082	29	5	3	1	105	2
13083	26	9	7	2	138	3
13084	26	9	7	1	139	5
13085	27	9	6	2	95	1
13086	28	4	5	1	66	1
13087	31	6	4	1	33	6
13088	27	9	6	1	95	3
13089	28	9	5	1	82	1
13090	29	7	9	1	63	4
13091	31	7	8	1	78	8
13092	25	3	4	1	65	4
13093	26	2	3	1	81	7
13094	16	5	2	1	94	5
13095	17	2	2	1	156	1
13096	25	1	1	1	150	8
13097	27	1	3	1	107	9
13098	28	3	9	1	58	9
13099	31	1	5	1	57	1
13100	14	3	2	1	135	5
13101	15	4	3	1	122	4
13102	18	5	2	1	94	1
13103	11	6	2	1	109	9
13104	12	7	4	1	133	6
13105	14	4	8	1	42	9
13106	15	2	3	2	82	9
13107	16	1	2	2	199	8
13108	17	3	2	2	135	1
13109	17	3	2	1	136	3
13110	18	4	2	1	111	5
13111	16	4	2	1	112	8
13112	15	2	6	1	44	9
13113	16	2	2	2	156	8
13114	17	1	1	1	150	1
13115	19	4	3	1	122	2
13116	24	5	4	1	84	3
13117	29	7	5	2	93	1
13118	30	5	6	1	71	2
13119	29	7	5	1	93	2
13120	30	6	6	1	70	7
13121	31	6	7	1	60	3
13122	32	6	8	1	48	1
13123	36	7	6	1	97	5
13124	39	9	5	1	82	1
13125	16	2	5	1	55	8
13126	17	1	2	2	199	8
13127	18	3	2	2	136	1
13128	18	3	2	1	137	3
13129	19	4	3	1	122	2
13130	17	4	2	1	113	8
13131	18	1	1	1	150	8
13132	19	1	3	1	107	9
13133	22	3	9	1	58	9
13134	25	5	4	1	84	1
13135	9	7	3	1	114	7
13136	10	7	2	1	109	3
13137	13	6	2	1	109	9
13138	3	8	2	1	160	6
13139	4	9	1	1	190	2
13140	6	7	3	2	114	1
13141	7	1	2	3	199	5
13142	8	2	1	2	75	1
13143	9	5	2	1	95	1
13144	8	2	1	1	75	4
13145	9	3	1	1	74	1
13146	10	5	2	1	96	1
13147	7	1	2	2	199	7
13148	8	5	4	1	85	1
13149	12	5	1	1	89	8
13150	7	1	2	1	199	8
13151	8	2	1	2	75	1
13152	9	5	2	1	97	1
13153	11	7	2	1	109	7
13154	12	8	3	1	86	3
13155	13	2	2	2	156	2
13156	14	1	1	2	150	3
13157	14	1	1	1	151	4
13158	15	5	3	1	106	7
13159	20	6	3	1	90	4
13160	25	6	5	1	43	8
13161	26	3	8	2	50	1
13162	27	4	5	2	66	1
13163	28	9	7	2	139	1
13164	28	6	7	1	60	1
13165	29	9	4	1	137	9
13166	27	4	5	1	66	4
13167	26	3	8	1	50	2
13168	27	3	9	1	58	9
13169	28	2	3	1	82	9
13170	13	3	2	1	137	2
13171	14	4	3	1	123	7
13172	16	1	3	1	107	9
13173	8	2	1	1	75	7
13174	9	3	1	1	74	1
13175	10	5	2	1	97	1
13176	11	7	2	1	109	7
13177	12	8	3	1	86	3
13178	13	2	2	2	156	2
13179	14	1	1	2	151	3
13180	14	1	1	1	152	4
13181	15	4	2	1	113	5
13182	20	6	3	1	90	4
13183	25	6	5	1	43	8
13184	26	4	5	2	67	1
13185	27	9	4	2	138	6
13186	27	9	5	1	83	6
13187	26	4	5	1	67	4
13188	13	3	2	1	137	2
13189	14	4	2	1	113	9
13190	16	1	3	1	108	9
13191	6	8	3	1	86	1
13192	7	1	2	3	199	5
13193	8	2	1	2	75	1
13194	9	3	1	1	74	4
13195	8	2	1	1	75	4
13196	9	3	1	1	75	1
13197	10	5	2	1	97	1
13198	7	1	2	2	199	7
13199	8	7	3	1	114	7
13200	12	5	3	1	106	3
13201	7	1	2	1	199	8
13202	8	2	1	2	75	1
13203	9	5	2	1	98	1
13204	11	7	2	1	109	7
13205	12	7	3	1	114	3
13206	13	1	1	2	152	4
13207	14	3	2	1	137	3
13208	17	5	3	1	107	7
13209	25	9	4	2	139	7
13210	26	8	7	1	88	7
13211	27	1	9	1	29	7
13212	28	9	7	2	140	1
13213	29	6	7	1	60	3
13214	28	9	7	1	140	3
13215	25	9	4	1	139	9
13216	13	1	1	1	152	6
13217	8	2	1	1	75	7
13218	9	3	1	1	75	1
13219	10	5	2	1	98	1
13220	11	7	2	1	109	7
13221	12	7	3	1	114	3
13222	13	1	1	2	153	4
13223	14	3	2	1	137	3
13224	17	5	3	1	107	7
13225	25	4	5	2	68	1
13226	26	7	6	2	97	1
13227	27	9	4	1	140	9
13228	26	9	6	1	95	1
13229	27	9	4	1	141	9
13230	25	4	5	1	68	4
13231	13	1	1	1	153	6
13232	0	9	2	4	215	5
13233	1	8	1	4	155	1
13234	2	7	1	1	81	6
13235	3	9	3	2	157	7
13236	4	9	1	2	190	3
13237	5	8	2	1	160	4
13238	6	7	3	1	114	2
13239	7	1	2	2	199	9
13240	8	7	2	1	109	8
13241	10	9	4	1	142	9
13242	11	7	4	3	133	1
13243	11	7	4	2	134	4
13244	12	6	2	1	110	6
13245	14	9	6	2	95	1
13246	15	9	5	1	84	2
13247	17	4	2	2	113	7
13248	18	2	2	2	156	1
13249	19	3	2	2	137	2
13250	20	5	2	1	98	3
13251	19	3	2	1	137	3
13252	20	5	2	1	99	2
13253	25	5	4	1	85	7
13254	26	4	5	2	69	1
13255	27	3	4	1	65	1
13256	28	1	9	1	29	6
13257	26	4	5	1	69	3
13258	18	3	3	1	58	1
13259	19	5	2	1	99	1
13260	17	5	2	1	100	7
13261	18	5	3	1	107	1
13262	14	9	6	1	95	2
13263	15	9	5	1	84	1
13264	17	4	2	2	113	7
13265	18	2	2	2	156	1
13266	19	3	2	2	137	2
13267	20	4	3	1	123	5
13268	19	3	2	1	137	3
13269	20	4	3	1	124	4
13270	24	6	3	1	90	1
13271	26	5	6	2	72	1
13272	27	6	7	1	61	2
13273	31	7	8	1	79	7
13274	26	5	6	1	72	4
13275	27	5	7	1	61	1
13276	30	7	8	1	80	9
13277	18	3	3	1	58	1
13278	19	5	2	1	100	1
13279	17	5	2	1	101	7
13280	18	5	1	1	90	8
13281	11	7	4	1	134	5
13282	12	6	2	1	110	7
13283	13	3	2	3	137	1
13284	14	2	6	1	44	9
13285	15	4	3	2	124	1
13286	16	4	2	1	113	2
13287	17	5	6	2	72	1
13288	18	9	5	1	84	1
13289	19	9	7	1	141	6
13290	21	2	2	2	156	3
13291	22	6	3	1	90	4
13292	27	7	8	1	81	7
13293	21	2	2	1	156	6
13294	17	5	6	1	72	2
13295	18	6	3	1	90	4
13296	21	2	2	1	157	3
13297	15	4	3	1	124	5
13298	16	4	2	1	113	6
13299	17	5	1	1	91	4
13300	13	9	7	2	141	4
13301	13	9	7	1	142	6
13302	14	9	6	2	95	1
13303	15	9	5	1	84	2
13304	17	3	2	2	137	2
13305	18	2	2	2	158	1
13306	19	3	3	1	58	3
13307	23	1	3	1	109	8
13308	25	3	4	1	65	1
13309	31	4	5	1	70	1
13310	18	2	2	1	158	3
13311	17	3	2	1	137	3
13312	18	4	2	1	113	6
13313	20	5	2	1	101	1
13314	14	9	6	1	95	2
13315	15	9	5	1	84	1
13316	17	3	2	2	137	2
13317	18	2	2	2	159	1
13318	19	5	2	1	102	3
13319	23	1	3	1	109	8
13320	18	2	2	1	159	3
13321	17	3	2	1	137	3
13322	18	4	2	1	113	6
13323	20	5	2	1	102	1
13324	7	7	2	1	109	9
13325	8	8	3	1	86	8
13326	12	1	2	2	199	6
13327	13	3	2	1	137	7
13328	12	1	2	1	199	7
13329	13	7	4	2	134	1
13330	14	6	2	1	110	3
13331	13	7	4	1	134	4
13332	14	6	2	1	111	6
13333	15	4	3	2	124	1
13334	15	4	3	1	125	5
13335	16	5	3	1	108	1
13336	4	9	1	1	190	4
13337	5	8	2	1	160	3
13338	6	7	3	1	114	2
13339	7	7	4	2	134	4
13340	8	6	2	1	111	6
13341	9	1	2	2	199	9
13342	10	7	2	1	109	8
13343	12	9	4	1	142	9
13344	13	4	2	2	113	7
13345	14	2	2	2	160	1
13346	15	5	2	1	103	4
13347	14	3	3	1	58	1
13348	15	5	2	1	104	1
13349	13	5	2	1	105	7
13350	14	4	2	1	113	4
13351	9	7	2	1	109	9
13352	10	8	3	1	86	8
13353	11	1	2	2	199	7
13354	12	2	2	1	160	1
13355	15	3	3	1	58	3
13356	21	5	1	1	92	7
13357	11	1	2	1	199	8
13358	12	2	2	2	160	7
13359	13	1	1	1	154	2
13360	16	3	3	1	58	4
13361	18	5	3	1	109	5
13362	19	4	3	2	125	1
13363	20	4	2	1	114	2
13364	24	5	1	1	93	9
13365	28	9	6	1	95	3
13366	19	4	3	1	125	3
13367	20	4	2	1	114	4
13368	12	1	1	1	154	7
13369	13	2	2	1	160	2
13370	15	4	3	1	125	3
13371	16	3	2	2	138	1
13372	17	2	3	1	83	6
13373	16	3	2	1	138	4
13374	7	7	4	1	134	5
13375	8	6	2	1	111	7
13376	9	1	2	2	199	8
13377	10	8	3	1	86	8
13378	15	3	2	1	139	1
13379	16	2	3	1	84	6
13380	18	5	1	1	93	9
13381	19	6	3	1	90	1
13382	20	5	4	1	85	8
13383	9	1	2	1	199	9
13384	10	8	3	1	86	9
13385	12	9	4	1	142	9
13386	13	3	2	2	139	1
13387	14	2	6	1	44	9
13388	15	2	2	2	160	4
13389	15	3	3	1	58	4
13390	16	2	2	1	161	2
13391	13	3	2	1	139	2
13392	3	9	3	1	157	9
13393	4	1	2	1	199	9
13394	5	7	2	1	109	8
13395	6	9	1	2	190	2
13396	7	8	2	1	160	7
13397	8	7	3	2	114	4
13398	9	6	2	1	111	6
13399	12	4	3	2	125	1
13400	13	2	2	2	162	1
13401	14	3	3	1	58	2
13402	17	5	2	1	105	2
13403	18	5	4	2	86	1
13404	18	5	4	1	87	3
13405	19	6	3	1	90	5
13406	20	5	3	1	109	7
13407	22	1	1	1	154	7
13408	23	1	3	1	110	8
13409	13	3	2	1	140	1
13410	14	4	2	1	115	2
13411	12	4	3	1	125	2
13412	13	3	2	2	140	1
13413	14	4	2	1	116	3
13414	13	3	2	1	140	2
13415	14	4	2	1	117	4
13416	15	5	1	1	93	8
13417	16	2	2	2	162	1
13418	16	2	2	1	163	3
13419	17	6	3	1	90	5
13420	8	8	3	1	86	4
13421	9	6	2	1	111	4
13422	12	9	7	1	142	1
13423	14	8	7	1	88	8
13424	15	7	8	1	82	9
13425	16	3	2	2	140	1
13426	17	2	2	2	163	2
13427	18	1	1	1	154	3
13428	19	1	3	1	111	5
13429	17	2	2	1	163	3
13430	16	3	2	1	140	2
13431	17	5	2	1	105	6
13432	6	9	1	1	190	7
13433	7	8	2	1	160	2
13434	8	9	4	2	142	6
13435	8	9	4	1	143	8
13436	9	8	7	1	88	8
13437	10	1	1	2	154	2
13438	11	2	2	2	164	3
13439	12	1	3	1	112	5
13440	11	3	2	1	140	3
13441	10	3	3	1	58	2
13442	11	2	2	2	164	1
13443	11	3	2	1	141	1
13444	12	2	2	2	165	3
13445	12	2	2	1	166	4
13446	1	8	1	3	155	2
13447	2	7	1	1	81	7
13448	3	9	3	2	157	4
13449	4	9	1	1	190	3
13450	6	7	3	1	114	6
13451	7	7	4	2	134	1
13452	8	6	2	1	111	7
13453	9	9	7	2	142	1
13454	10	9	4	1	143	9
13455	11	8	7	1	88	9
13456	12	8	3	1	86	8
13457	14	1	3	1	113	9
13458	9	9	7	1	142	2
13459	7	7	4	1	134	2
13460	8	6	2	1	111	8
13461	9	8	3	1	86	8
13462	3	9	3	1	157	9
13463	4	1	2	1	199	9
13464	5	8	2	3	160	1
13465	6	9	1	1	190	8
13466	7	9	4	2	143	6
13467	8	8	3	1	87	6
13468	10	1	1	2	154	1
13469	11	7	3	2	114	4
13470	12	7	4	1	134	2
13471	15	9	7	1	143	2
13472	18	4	2	1	117	8
13473	11	7	2	1	109	4
13474	12	7	4	1	134	5
13475	15	6	3	2	91	1
13476	16	5	4	1	87	3
13477	15	6	3	1	91	2
13478	16	5	4	1	88	2
13479	10	3	3	1	58	1
13480	11	5	4	2	89	1
13481	12	7	6	1	97	8
13482	13	7	8	1	82	9
13483	15	4	1	1	38	1
13484	16	9	7	2	143	2
13485	17	9	6	2	96	1
13486	18	9	5	1	84	3
13487	22	2	8	1	43	1
13488	25	6	3	1	91	3
13489	17	9	6	1	96	3
13490	18	9	5	1	84	1
13491	19	7	9	1	63	1
13492	21	6	8	1	48	2
13493	23	6	3	1	92	3
13494	16	9	7	1	143	3
13495	11	5	4	1	89	2
13496	12	6	3	1	93	2
13497	7	9	4	1	143	7
13498	8	8	7	1	88	7
13499	9	1	1	2	154	1
13500	10	7	8	2	82	9
13501	11	9	7	4	144	1
13502	12	7	9	1	63	8
13503	11	9	7	3	144	2
13504	12	7	9	1	64	8
13505	11	9	7	2	144	3
13506	11	9	7	1	145	4
13507	10	7	9	1	65	9
13508	11	3	7	1	47	9
13509	12	7	8	2	82	8
13510	13	7	7	1	65	5
13511	12	7	7	1	66	8
13512	13	7	8	1	82	5
13513	9	3	3	1	58	1
13514	10	2	2	2	167	2
13515	11	4	2	2	118	8
13516	12	1	3	2	114	8
13517	13	1	1	1	154	6
13518	15	5	1	1	93	9
13519	16	3	2	2	141	3
13520	17	4	3	1	125	5
13521	18	6	3	1	94	2
13522	16	3	2	1	141	4
13523	12	2	3	1	84	8
13524	13	1	3	1	114	7
13525	16	1	1	1	154	5
13526	17	1	8	1	44	4
13527	19	2	8	1	43	3
13528	11	6	2	1	111	8
13529	12	7	4	2	134	2
13530	13	7	3	1	114	6
13531	14	5	4	1	89	1
13532	15	2	3	1	84	8
13533	17	3	8	1	50	2
13534	12	7	4	1	134	5
13535	10	3	2	1	142	2
13536	11	2	2	2	167	3
13537	12	1	1	2	154	4
13538	12	1	1	1	155	5
13539	11	2	2	1	167	4
13540	12	1	1	1	156	3
13541	5	8	2	2	160	3
13542	6	9	1	1	190	6
13543	7	7	3	2	114	1
13544	8	9	4	2	143	7
13545	9	4	2	2	118	8
13546	10	7	2	1	109	4
13547	12	8	7	1	88	7
13548	13	5	4	2	89	1
13549	14	3	4	1	65	2
13550	13	5	4	1	89	2
13551	14	6	3	1	95	2
13552	16	7	4	1	135	6
13553	19	5	2	1	106	1
13554	9	7	2	1	109	8
13555	10	8	3	1	87	4
13556	12	3	2	3	142	1
13557	13	2	2	2	167	2
13558	14	8	8	2	61	1
13559	15	8	9	1	48	6
13560	16	7	4	2	135	3
13561	17	6	2	1	111	4
13562	18	4	3	1	125	5
13563	23	6	3	1	95	3
13564	16	7	4	1	135	6
13565	17	6	2	1	111	7
13566	19	5	2	1	107	6
13567	21	4	3	1	125	3
13568	23	6	3	1	96	5
13569	14	8	8	1	61	6
13570	15	8	9	1	48	1
13571	16	7	4	2	135	3
13572	17	6	2	1	111	4
13573	18	5	3	1	109	2
13574	23	6	3	1	97	3
13575	16	7	4	1	135	6
13576	17	6	2	1	111	7
13577	19	5	2	1	107	6
13578	21	4	3	1	125	3
13579	23	6	3	1	98	5
13580	13	2	2	1	167	4
13581	12	8	8	2	61	1
13582	13	8	9	1	48	6
13583	14	3	2	2	142	2
13584	15	7	4	2	135	3
13585	16	6	2	1	111	4
13586	17	4	3	1	125	5
13587	20	2	2	2	168	1
13588	20	2	2	1	169	6
13589	21	5	3	1	109	2
13590	15	7	4	1	135	6
13591	16	6	2	1	111	7
13592	17	4	3	1	125	2
13593	19	3	3	1	58	3
13594	21	5	3	1	110	8
13595	25	1	1	1	157	1
13596	14	3	2	1	142	4
13597	15	7	4	1	135	6
13598	17	4	3	1	125	2
13599	19	5	2	1	107	1
13600	21	1	1	3	158	1
13601	21	3	1	2	75	1
13602	22	2	1	1	75	8
13603	23	5	3	1	110	8
13604	24	5	1	1	93	9
13605	27	8	4	1	35	5
13606	28	5	4	1	89	3
13607	21	3	1	1	75	8
13608	22	2	1	1	75	1
13609	12	8	8	1	61	6
13610	13	8	9	1	48	1
13611	14	3	2	2	142	2
13612	15	7	4	2	135	3
13613	16	6	2	1	111	4
13614	17	4	3	1	125	5
13615	20	2	2	2	169	1
13616	20	2	2	1	170	6
13617	21	5	3	1	110	2
13618	15	7	4	1	135	6
13619	16	6	2	1	111	7
13620	17	4	3	1	125	2
13621	19	3	3	1	58	3
13622	21	5	3	1	111	8
13623	25	1	3	1	114	7
13624	14	3	2	1	142	4
13625	15	7	4	1	135	6
13626	17	4	3	1	125	2
13627	19	5	2	1	107	1
13628	21	2	1	2	76	1
13629	22	3	1	1	75	8
13630	23	1	9	1	30	7
13631	26	5	1	1	93	9
13632	21	2	1	1	76	8
13633	22	3	1	1	75	1
13634	24	5	1	1	94	9
13635	27	8	4	1	35	5
13636	28	6	3	1	99	5
13637	8	9	4	1	143	8
13638	9	4	2	2	118	8
13639	10	8	3	1	87	8
13640	12	5	4	2	90	1
13641	13	6	3	1	100	3
13642	12	5	4	1	90	2
13643	13	6	3	1	101	2
13644	15	4	3	1	125	6
13645	18	8	7	1	88	6
13646	9	7	2	1	109	8
13647	7	7	3	1	114	4
13648	5	8	2	1	160	6
13649	6	9	1	1	190	3
13650	7	7	3	2	115	1
13651	8	4	2	2	118	8
13652	9	7	2	1	110	4
13653	11	5	4	2	90	1
13654	12	6	3	1	101	3
13655	11	5	4	1	90	2
13656	12	6	3	1	102	2
13657	15	5	2	2	107	1
13658	16	3	4	1	66	1
13659	19	4	3	1	125	5
13660	15	5	2	1	107	3
13661	8	7	2	1	110	8
13662	9	8	3	1	87	4
13663	11	9	4	1	143	8
13664	12	9	6	1	96	2
13665	7	7	3	1	115	4
13666	8	7	2	1	110	8
13667	12	3	2	2	142	1
13668	13	2	2	2	170	3
13669	14	5	2	1	108	2
13670	13	3	3	1	58	3
13671	14	4	3	1	126	2
13672	17	5	2	1	109	4
13673	22	1	3	1	115	8
13674	12	3	2	1	142	2
13675	13	4	3	1	126	2
13676	15	2	2	2	170	1
13677	16	3	3	1	58	3
13678	21	5	3	1	111	5
13679	25	9	7	3	146	1
13680	26	9	4	1	143	7
13681	27	8	7	1	89	7
13682	29	3	9	1	58	7
13683	25	3	4	2	66	1
13684	26	3	9	1	59	9
13685	28	5	5	1	71	9
13686	34	2	6	1	44	9
13687	25	3	4	1	66	4
13688	26	3	1	1	75	5
13689	15	2	2	1	170	3
13690	16	5	2	1	109	1
13691	18	5	4	1	90	5
13692	19	5	3	1	111	8
13693	21	1	3	1	116	7
13694	23	3	4	1	66	1
13695	24	3	1	1	76	8
13696	26	3	9	1	59	9
13697	27	7	8	1	83	9
13698	1	8	1	2	155	3
13699	2	7	1	1	81	8
13700	3	1	2	2	199	9
13701	4	9	3	2	157	9
13702	5	9	1	2	190	2
13703	6	8	2	1	160	7
13704	7	4	2	2	118	8
13705	8	7	3	2	115	1
13706	9	7	2	2	110	6
13707	10	8	3	1	87	4
13708	11	9	7	3	146	1
13709	12	8	7	1	89	8
13710	11	3	2	3	142	1
13711	12	4	3	1	126	7
13712	11	9	7	2	146	3
13713	12	9	4	1	143	8
13714	11	9	7	1	146	4
13715	12	9	4	1	144	8
13716	9	8	3	1	87	6
13717	10	7	2	1	110	4
13718	12	7	4	1	135	5
13719	14	1	1	1	159	6
13720	15	3	2	1	142	3
13721	8	7	3	1	115	4
13722	9	8	3	1	87	1
13723	7	6	2	1	111	8
13724	8	7	3	2	115	1
13725	9	7	4	1	135	7
13726	10	7	2	2	110	6
13727	11	8	3	1	88	4
13728	12	3	2	2	143	1
13729	13	2	2	2	170	2
13730	14	4	2	1	118	3
13731	17	6	3	1	102	5
13732	13	5	2	1	109	2
13733	14	4	2	1	118	4
13734	12	3	2	1	143	2
13735	13	4	2	1	119	4
13736	15	2	2	1	170	1
13737	16	3	3	1	58	3
13738	10	8	3	1	88	6
13739	11	7	2	1	110	4
13740	13	9	5	1	84	1
13741	8	7	3	1	115	6
13742	9	7	4	1	135	2
13743	12	6	3	1	103	3
13744	14	5	2	1	109	2
13745	5	9	1	1	190	7
13746	6	8	2	1	160	2
13747	7	9	4	2	145	6
13748	8	1	1	2	159	2
13749	9	2	2	2	170	1
13750	10	1	3	1	116	3
13751	11	4	2	1	119	8
13752	12	3	2	2	143	6
13753	13	5	4	1	90	2
13754	12	7	2	1	110	6
13755	9	3	2	1	143	1
13756	10	5	2	1	110	7
13757	12	5	3	1	111	2
13758	14	4	3	1	127	3
13759	16	2	2	1	170	3
13760	8	3	3	1	59	2
13761	9	2	2	2	171	3
13762	9	3	2	1	143	3
13763	10	2	2	2	172	1
13764	11	5	1	1	94	9
13765	13	1	3	1	116	7
13766	15	7	2	1	111	4
13767	10	1	1	1	159	1
13768	11	2	3	1	84	8
13769	7	9	4	1	145	8
13770	8	8	7	1	90	8
13771	9	8	8	2	61	1
13772	10	7	3	1	115	1
13773	12	1	1	2	159	2
13774	13	2	2	2	172	1
13775	14	1	3	1	116	3
13776	16	4	2	1	119	8
13777	13	3	2	1	143	1
13778	14	6	2	1	111	8
13779	16	5	3	1	111	2
13780	20	4	2	1	120	4
13781	22	8	3	1	88	4
13782	12	3	3	1	59	2
13783	13	4	2	2	120	8
13784	14	2	2	2	172	7
13785	15	3	2	1	143	3
13786	14	6	2	1	111	7
13787	15	7	4	1	135	6
13788	16	8	3	1	89	6
13789	13	6	2	1	111	8
13790	14	7	4	1	135	7
13791	16	6	5	1	43	7
13792	17	2	2	2	172	7
13793	17	4	2	1	120	7
13794	18	2	2	2	173	3
13795	19	2	3	1	85	6
13796	18	3	2	1	144	3
13797	19	4	3	1	127	4
13798	20	2	3	1	86	8
13799	23	1	3	1	116	7
13800	9	8	8	1	61	7
13801	10	8	9	1	48	1
13802	11	7	3	1	115	1
13803	12	1	1	2	159	2
13804	13	2	2	2	173	1
13805	14	1	3	1	117	3
13806	15	4	2	1	120	8
13807	16	5	8	1	53	8
13808	17	6	5	1	43	8
13809	18	3	2	2	144	4
13810	18	3	2	1	145	6
13811	19	4	3	1	127	2
13812	13	3	2	1	145	1
13813	14	6	2	1	111	8
13814	16	7	4	1	135	7
13815	20	4	2	1	120	4
13816	22	5	4	1	91	1
13817	12	3	3	1	59	2
13818	13	4	2	2	120	8
13819	14	2	2	2	173	7
13820	15	3	2	1	145	3
13821	14	6	2	1	111	7
13822	15	7	4	1	135	6
13823	16	5	4	1	92	1
13824	13	6	2	1	111	8
13825	14	7	4	1	135	7
13826	16	6	5	1	43	7
13827	17	2	2	2	173	7
13828	17	4	2	1	120	7
13829	18	2	2	2	174	3
13830	19	2	3	1	86	6
13831	18	3	2	1	146	3
13832	19	4	3	1	128	4
13833	20	2	3	1	87	8
13834	23	1	3	1	117	7
13835	4	8	3	1	90	9
13836	5	9	4	1	145	9
13837	6	9	3	2	157	6
13838	7	7	3	1	115	1
13839	8	7	2	1	112	7
13840	9	9	1	2	190	2
13841	9	9	1	1	191	4
13842	6	9	3	1	157	7
13843	7	9	1	1	192	6
13844	9	1	1	2	159	1
13845	10	7	3	2	115	4
13846	11	6	2	1	111	7
13847	16	2	3	1	87	8
13848	10	7	2	1	112	4
13849	11	7	3	1	115	2
13850	12	6	3	2	103	1
13851	13	5	4	1	93	3
13852	14	6	2	1	111	8
13853	12	6	3	1	103	3
13854	13	5	4	1	93	1
13855	14	2	6	1	45	9
13856	9	3	3	1	59	1
13857	10	7	2	1	112	4
13858	12	6	3	1	103	3
13859	3	7	2	1	112	9
13860	4	8	2	3	160	1
13861	5	9	3	1	157	7
13862	7	9	4	2	145	8
13863	8	8	7	1	90	8
13864	9	7	3	2	115	4
13865	9	8	3	1	90	4
13866	10	7	3	1	116	2
13867	11	7	4	3	135	1
13868	12	6	2	1	112	3
13869	13	5	3	2	111	1
13870	14	3	2	1	146	2
13871	15	1	2	1	199	6
13872	16	3	3	1	59	3
13873	13	5	3	1	111	5
13874	14	4	2	1	120	8
13875	17	3	2	1	146	7
13876	19	1	2	1	199	6
13877	20	2	2	2	174	2
13878	20	2	2	1	175	4
13879	21	1	1	1	159	5
13880	11	7	4	2	135	4
13881	12	6	2	1	112	6
13882	13	5	4	2	93	1
13883	14	6	3	1	104	8
13884	15	2	3	1	88	9
13885	17	1	2	2	199	7
13886	17	4	2	1	120	7
13887	18	2	2	1	175	3
13888	13	5	4	1	93	6
13889	14	6	3	1	104	3
13890	15	4	3	2	128	1
13891	16	5	3	1	111	5
13892	17	4	2	1	120	8
13893	18	3	2	1	146	7
13894	19	1	2	1	200	3
13895	20	1	3	1	118	9
13896	23	5	1	1	94	7
13897	25	2	1	2	76	1
13898	26	3	1	1	76	2
13899	27	9	7	2	146	3
13900	27	9	7	1	147	4
13901	28	9	6	2	97	1
13902	28	9	6	1	98	3
13903	25	2	1	1	76	2
13904	26	3	1	1	76	1
13905	27	9	7	2	147	3
13906	27	9	7	1	148	4
13907	28	9	6	2	99	1
13908	28	9	6	1	100	3
13909	15	4	3	1	128	5
13910	16	5	3	1	111	1
13911	11	7	4	1	135	6
13912	12	6	2	1	112	8
13913	13	4	3	3	128	1
13914	14	1	2	3	200	3
13915	15	5	3	1	112	3
13916	14	1	2	2	200	6
13917	15	3	2	2	146	2
13918	16	4	2	1	120	3
13919	15	3	2	1	146	3
13920	16	4	2	1	121	4
13921	14	1	2	1	200	7
13922	15	1	1	1	160	1
13923	16	4	2	1	122	3
13924	13	1	2	3	200	3
13925	14	4	2	1	123	7
13926	15	1	1	1	160	7
13927	16	4	3	1	128	3
13928	13	1	2	2	200	6
13929	14	4	2	1	123	7
13930	15	1	1	1	160	7
13931	16	2	2	1	176	2
13932	13	1	2	1	200	7
13933	14	4	2	1	123	6
13934	17	5	4	1	93	4
13935	7	9	4	1	145	9
13936	8	8	7	1	90	9
13937	9	7	3	2	116	2
13938	10	8	3	1	90	4
13939	11	7	4	2	135	1
13940	12	6	2	1	112	3
13941	13	5	3	2	113	1
13942	14	3	2	1	146	2
13943	15	1	2	1	200	6
13944	16	2	2	1	177	7
13945	13	5	3	1	113	5
13946	14	4	2	1	123	8
13947	15	4	3	2	129	1
13948	16	6	3	1	104	6
13949	19	1	2	1	200	6
13950	20	2	2	2	178	2
13951	20	2	2	1	179	4
13952	21	1	3	1	118	9
13953	15	4	3	1	129	6
13954	16	6	3	1	104	1
13955	19	1	2	1	200	6
13956	11	7	4	1	135	4
13957	12	6	2	1	112	6
13958	14	7	6	2	97	1
13959	15	2	3	2	88	9
13960	16	1	3	2	119	6
13961	17	2	2	2	179	2
13962	18	1	2	1	201	8
13963	17	2	2	1	179	4
13964	18	1	1	1	160	2
13965	19	1	2	1	202	8
13966	16	3	3	1	60	6
13967	17	1	2	2	203	8
13968	18	6	3	1	104	8
